Border,Date,Measure,Value,Average
US-Mexico Border,06/01/2015 12:00:00 AM,Rail Containers Empty,36687,31228
US-Mexico Border,06/01/2015 12:00:00 AM,Buses,17069,19065
US-Canada Border,06/01/2015 12:00:00 AM,Buses,10773,10218
US-Canada Border,06/01/2015 12:00:00 AM,Trains,2537,2512
US-Mexico Border,06/01/2015 12:00:00 AM,Train Passengers,1004,1035
US-Mexico Border,06/01/2015 12:00:00 AM,Trains,842,722
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,10310771,13967171
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicles,5646577,6511275
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,5549046,4968117
US-Mexico Border,06/01/2014 12:00:00 AM,Pedestrians,3213764,3716833
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicles,3016053,2414337
US-Canada Border,06/01/2014 12:00:00 AM,Trucks,502196,514450
US-Mexico Border,06/01/2014 12:00:00 AM,Trucks,446531,402328
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Full,372266,383767
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Full,316509,259852
US-Canada Border,06/01/2014 12:00:00 AM,Bus Passengers,232846,240832
US-Mexico Border,06/01/2014 12:00:00 AM,Bus Passengers,220363,239330
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Full,130092,108350
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Empty,127727,140095
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Empty,121650,88442
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Empty,66201,43504
US-Canada Border,06/01/2014 12:00:00 AM,Pedestrians,47554,33857
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Full,42591,27450
US-Canada Border,06/01/2014 12:00:00 AM,Train Passengers,40274,17155
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Empty,37213,31185
US-Mexico Border,06/01/2014 12:00:00 AM,Buses,17433,19077
US-Canada Border,06/01/2014 12:00:00 AM,Buses,11481,10209
US-Canada Border,06/01/2014 12:00:00 AM,Trains,2440,2513
US-Mexico Border,06/01/2014 12:00:00 AM,Train Passengers,997,1036
US-Mexico Border,06/01/2014 12:00:00 AM,Trains,844,721
US-Mexico Border,06/01/2013 12:00:00 AM,Personal Vehicle Passengers,10083221,13995521
US-Canada Border,06/01/2013 12:00:00 AM,Personal Vehicle Passengers,5691883,4962835
US-Mexico Border,06/01/2013 12:00:00 AM,Personal Vehicles,5450094,6519021
US-Mexico Border,06/01/2013 12:00:00 AM,Pedestrians,3137218,3721064
US-Canada Border,06/01/2013 12:00:00 AM,Personal Vehicles,3021572,2409905
US-Canada Border,06/01/2013 12:00:00 AM,Trucks,476738,514725
US-Mexico Border,06/01/2013 12:00:00 AM,Trucks,422524,402180
US-Canada Border,06/01/2013 12:00:00 AM,Truck Containers Full,332533,384141
US-Mexico Border,06/01/2013 12:00:00 AM,Truck Containers Full,283746,259678
US-Canada Border,06/01/2013 12:00:00 AM,Bus Passengers,241095,240830
US-Mexico Border,06/01/2013 12:00:00 AM,Bus Passengers,221979,239456
US-Canada Border,06/01/2013 12:00:00 AM,Rail Containers Full,123443,108240
US-Canada Border,06/01/2013 12:00:00 AM,Truck Containers Empty,120160,88211
US-Mexico Border,06/01/2013 12:00:00 AM,Truck Containers Empty,117822,140258
US-Canada Border,06/01/2013 12:00:00 AM,Rail Containers Empty,64689,43349
US-Canada Border,06/01/2013 12:00:00 AM,Pedestrians,50744,33734
US-Mexico Border,06/01/2013 12:00:00 AM,Rail Containers Full,40135,27358
US-Canada Border,06/01/2013 12:00:00 AM,Train Passengers,38573,16999
US-Mexico Border,06/01/2013 12:00:00 AM,Rail Containers Empty,30033,31194
US-Mexico Border,06/01/2013 12:00:00 AM,Buses,17491,19089
US-Canada Border,06/01/2013 12:00:00 AM,Buses,11656,10198
US-Canada Border,06/01/2013 12:00:00 AM,Trains,2401,2514
US-Mexico Border,06/01/2013 12:00:00 AM,Trains,759,721
US-Mexico Border,06/01/2013 12:00:00 AM,Train Passengers,352,1041
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,9166429,14031029
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicle Passengers,5585380,4958257
US-Mexico Border,06/01/2012 12:00:00 AM,Personal Vehicles,5027232,6529990
US-Mexico Border,06/01/2012 12:00:00 AM,Pedestrians,3194593,3724935
US-Canada Border,06/01/2012 12:00:00 AM,Personal Vehicles,3007378,2405511
US-Canada Border,06/01/2012 12:00:00 AM,Trucks,481397,514970
US-Mexico Border,06/01/2012 12:00:00 AM,Trucks,430283,401973
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Full,347573,384410
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Full,292163,259439
US-Canada Border,06/01/2012 12:00:00 AM,Bus Passengers,260624,240685
US-Mexico Border,06/01/2012 12:00:00 AM,Bus Passengers,228291,239538
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Empty,134687,140299
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Full,121490,108142
US-Canada Border,06/01/2012 12:00:00 AM,Truck Containers Empty,115472,88010
US-Canada Border,06/01/2012 12:00:00 AM,Rail Containers Empty,61713,43214
US-Canada Border,06/01/2012 12:00:00 AM,Pedestrians,45985,33644
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Full,36304,27292
US-Canada Border,06/01/2012 12:00:00 AM,Train Passengers,34285,16872
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Empty,33442,31177
US-Mexico Border,06/01/2012 12:00:00 AM,Buses,17874,19097
US-Canada Border,06/01/2012 12:00:00 AM,Buses,12065,10184
US-Canada Border,06/01/2012 12:00:00 AM,Trains,2379,2515
US-Mexico Border,06/01/2012 12:00:00 AM,Trains,742,721
US-Mexico Border,06/01/2012 12:00:00 AM,Train Passengers,295,1046
US-Mexico Border,06/01/2011 12:00:00 AM,Personal Vehicle Passengers,8936943,14068763
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicle Passengers,5169270,4956694
US-Mexico Border,06/01/2011 12:00:00 AM,Personal Vehicles,5087815,6540673
US-Mexico Border,06/01/2011 12:00:00 AM,Pedestrians,3168800,3729054
US-Canada Border,06/01/2011 12:00:00 AM,Personal Vehicles,2831455,2402356
US-Canada Border,06/01/2011 12:00:00 AM,Trucks,486042,515184
US-Mexico Border,06/01/2011 12:00:00 AM,Trucks,428731,401775
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Full,360852,384584
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Full,292062,259197
US-Canada Border,06/01/2011 12:00:00 AM,Bus Passengers,246356,240643
US-Mexico Border,06/01/2011 12:00:00 AM,Bus Passengers,207947,239772
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Empty,135164,140337
US-Canada Border,06/01/2011 12:00:00 AM,Truck Containers Empty,104479,87888
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Full,100222,108201
US-Canada Border,06/01/2011 12:00:00 AM,Rail Containers Empty,52888,43142
US-Canada Border,06/01/2011 12:00:00 AM,Train Passengers,35937,16731
US-Canada Border,06/01/2011 12:00:00 AM,Pedestrians,33484,33645
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Empty,33449,31160
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Full,33029,27250
US-Mexico Border,06/01/2011 12:00:00 AM,Buses,16835,19114
US-Canada Border,06/01/2011 12:00:00 AM,Buses,11846,10172
US-Canada Border,06/01/2011 12:00:00 AM,Trains,2219,2517
US-Mexico Border,06/01/2011 12:00:00 AM,Trains,698,721
US-Mexico Border,06/01/2011 12:00:00 AM,Train Passengers,319,1052
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,10480768,14095539
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicles,5250093,6550304
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,4900372,4957114
US-Mexico Border,06/01/2010 12:00:00 AM,Pedestrians,3158779,3733310
US-Canada Border,06/01/2010 12:00:00 AM,Personal Vehicles,2524937,2401441
US-Canada Border,06/01/2010 12:00:00 AM,Trucks,492507,515354
US-Mexico Border,06/01/2010 12:00:00 AM,Trucks,416531,401665
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Full,375122,384655
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Full,280149,259041
US-Canada Border,06/01/2010 12:00:00 AM,Bus Passengers,238559,240658
US-Mexico Border,06/01/2010 12:00:00 AM,Bus Passengers,205173,240031
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Empty,127572,140432
US-Canada Border,06/01/2010 12:00:00 AM,Truck Containers Empty,100694,87793
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Full,95351,108297
US-Canada Border,06/01/2010 12:00:00 AM,Pedestrians,47250,33544
US-Canada Border,06/01/2010 12:00:00 AM,Rail Containers Empty,45455,43125
US-Canada Border,06/01/2010 12:00:00 AM,Train Passengers,32824,16611
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Empty,32752,31148
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Full,28192,27243
US-Mexico Border,06/01/2010 12:00:00 AM,Buses,17695,19125
US-Canada Border,06/01/2010 12:00:00 AM,Buses,11991,10158
US-Canada Border,06/01/2010 12:00:00 AM,Trains,2153,2519
US-Mexico Border,06/01/2010 12:00:00 AM,Trains,631,721
US-Mexico Border,06/01/2010 12:00:00 AM,Train Passengers,266,1057
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,11474527,14115246
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicles,5806363,6555898
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,4458610,4960862
US-Mexico Border,06/01/2009 12:00:00 AM,Pedestrians,3266188,3736822
US-Canada Border,06/01/2009 12:00:00 AM,Personal Vehicles,2251202,2402571
US-Canada Border,06/01/2009 12:00:00 AM,Trucks,418105,516085
US-Mexico Border,06/01/2009 12:00:00 AM,Trucks,360817,401972
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Full,330793,385060
US-Canada Border,06/01/2009 12:00:00 AM,Bus Passengers,229736,240740
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Full,227197,259280
US-Mexico Border,06/01/2009 12:00:00 AM,Bus Passengers,182104,240466
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Empty,132170,140494
US-Canada Border,06/01/2009 12:00:00 AM,Truck Containers Empty,79713,87854
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Full,79469,108514
US-Canada Border,06/01/2009 12:00:00 AM,Rail Containers Empty,39392,43153
US-Canada Border,06/01/2009 12:00:00 AM,Pedestrians,38328,33508
US-Canada Border,06/01/2009 12:00:00 AM,Train Passengers,27878,16526
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Empty,26467,31183
US-Mexico Border,06/01/2009 12:00:00 AM,Buses,18092,19133
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Full,15641,27330
US-Canada Border,06/01/2009 12:00:00 AM,Buses,11387,10149
US-Canada Border,06/01/2009 12:00:00 AM,Trains,2053,2523
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,722
US-Mexico Border,06/01/2009 12:00:00 AM,Train Passengers,282,1063
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,13058141,14123254
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicles,6505502,6556280
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,5228224,4958837
US-Mexico Border,06/01/2008 12:00:00 AM,Pedestrians,3589794,3737936
US-Canada Border,06/01/2008 12:00:00 AM,Personal Vehicles,2670146,2400544
US-Canada Border,06/01/2008 12:00:00 AM,Trucks,518059,516070
US-Mexico Border,06/01/2008 12:00:00 AM,Trucks,425939,401791
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Full,420439,384792
US-Canada Border,06/01/2008 12:00:00 AM,Bus Passengers,346933,239936
US-Mexico Border,06/01/2008 12:00:00 AM,Bus Passengers,265628,240276
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Full,261487,259263
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Empty,162605,140327
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Full,104171,108547
US-Canada Border,06/01/2008 12:00:00 AM,Truck Containers Empty,94830,87801
US-Canada Border,06/01/2008 12:00:00 AM,Pedestrians,55667,33340
US-Canada Border,06/01/2008 12:00:00 AM,Rail Containers Empty,47578,43120
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Empty,35912,31148
US-Canada Border,06/01/2008 12:00:00 AM,Train Passengers,34564,16389
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Full,29303,27315
US-Mexico Border,06/01/2008 12:00:00 AM,Buses,23424,19100
US-Canada Border,06/01/2008 12:00:00 AM,Buses,13811,10121
US-Canada Border,06/01/2008 12:00:00 AM,Trains,2556,2523
US-Mexico Border,06/01/2008 12:00:00 AM,Train Passengers,1947,1057
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,840,721
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,13083182,14131194
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,6582985,6556076
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,5376049,4955652
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,4331611,3733404
US-Canada Border,06/01/2007 12:00:00 AM,Personal Vehicles,2704826,2398221
US-Canada Border,06/01/2007 12:00:00 AM,Trucks,551073,515803
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Full,461833,384204
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,414625,401693
US-Canada Border,06/01/2007 12:00:00 AM,Bus Passengers,381684,238854
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,294326,239863
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,271460,259170
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,142058,140313
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Full,112337,108518
US-Canada Border,06/01/2007 12:00:00 AM,Truck Containers Empty,82256,87843
US-Canada Border,06/01/2007 12:00:00 AM,Rail Containers Empty,45985,43098
US-Canada Border,06/01/2007 12:00:00 AM,Pedestrians,40587,33284
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,35358,31115
US-Canada Border,06/01/2007 12:00:00 AM,Train Passengers,34247,16253
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,33376,27269
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,21977,19078
US-Canada Border,06/01/2007 12:00:00 AM,Buses,14099,10091
US-Canada Border,06/01/2007 12:00:00 AM,Trains,2469,2523
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,1553,1053
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,720
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,14351470,14129499
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicles,7177380,6551296
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,5759598,4949468
US-Mexico Border,06/01/2006 12:00:00 AM,Pedestrians,3614010,3734323
US-Canada Border,06/01/2006 12:00:00 AM,Personal Vehicles,2720538,2395742
US-Canada Border,06/01/2006 12:00:00 AM,Trucks,582843,515287
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Full,488529,383401
US-Mexico Border,06/01/2006 12:00:00 AM,Trucks,417233,401573
US-Canada Border,06/01/2006 12:00:00 AM,Bus Passengers,284032,238506
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Full,264514,259129
US-Mexico Border,06/01/2006 12:00:00 AM,Bus Passengers,248200,239799
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Empty,141908,140301
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Full,118525,108441
US-Canada Border,06/01/2006 12:00:00 AM,Truck Containers Empty,89573,87830
US-Canada Border,06/01/2006 12:00:00 AM,Rail Containers Empty,43781,43092
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Empty,34619,31089
US-Canada Border,06/01/2006 12:00:00 AM,Pedestrians,34172,33278
US-Canada Border,06/01/2006 12:00:00 AM,Train Passengers,33429,16121
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Full,33236,27223
US-Mexico Border,06/01/2006 12:00:00 AM,Buses,21135,19062
US-Canada Border,06/01/2006 12:00:00 AM,Buses,11425,10081
US-Canada Border,06/01/2006 12:00:00 AM,Trains,2754,2521
US-Mexico Border,06/01/2006 12:00:00 AM,Train Passengers,1953,1046
US-Mexico Border,06/01/2006 12:00:00 AM,Trains,871,719
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,15208613,14121134
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,7579806,6543323
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,5680322,4943802
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,3706847,3734536
US-Canada Border,06/01/2005 12:00:00 AM,Personal Vehicles,2768514,2392852
US-Canada Border,06/01/2005 12:00:00 AM,Trucks,599366,514635
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Full,516939,382366
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,402530,401566
US-Canada Border,06/01/2005 12:00:00 AM,Bus Passengers,377301,237430
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,284195,239455
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,261973,259107
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,136352,140332
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Full,115867,108383
US-Canada Border,06/01/2005 12:00:00 AM,Truck Containers Empty,82825,87868
US-Canada Border,06/01/2005 12:00:00 AM,Pedestrians,46147,33178
US-Canada Border,06/01/2005 12:00:00 AM,Rail Containers Empty,41533,43105
US-Canada Border,06/01/2005 12:00:00 AM,Train Passengers,29985,16013
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,29104,31104
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,28567,27212
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,21652,19042
US-Canada Border,06/01/2005 12:00:00 AM,Buses,15819,10036
US-Canada Border,06/01/2005 12:00:00 AM,Trains,2543,2521
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,1458,1043
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,746,719
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,15472223,14110578
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,7463593,6536134
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,5754678,4937467
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,3802239,3734007
US-Canada Border,06/01/2004 12:00:00 AM,Personal Vehicles,2806868,2389618
US-Canada Border,06/01/2004 12:00:00 AM,Trucks,621375,513801
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Full,520658,381286
US-Canada Border,06/01/2004 12:00:00 AM,Bus Passengers,420414,236001
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,388085,401671
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,269391,239221
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,245220,259216
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,141568,140322
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Full,127779,108232
US-Canada Border,06/01/2004 12:00:00 AM,Pedestrians,113083,32554
US-Canada Border,06/01/2004 12:00:00 AM,Truck Containers Empty,83167,87905
US-Canada Border,06/01/2004 12:00:00 AM,Rail Containers Empty,40716,43123
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,28743,31122
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,28440,27203
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,21306,19024
US-Canada Border,06/01/2004 12:00:00 AM,Buses,17439,9978
US-Canada Border,06/01/2004 12:00:00 AM,Train Passengers,16285,16011
US-Canada Border,06/01/2004 12:00:00 AM,Trains,2832,2519
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,1050,1043
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,646,719
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,16218650,14093979
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicles,7415604,6529209
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,5732197,4931210
US-Mexico Border,06/01/2003 12:00:00 AM,Pedestrians,3873916,3732905
US-Canada Border,06/01/2003 12:00:00 AM,Personal Vehicles,2748647,2386791
US-Canada Border,06/01/2003 12:00:00 AM,Trucks,569033,513366
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Full,474850,380549
US-Canada Border,06/01/2003 12:00:00 AM,Bus Passengers,369731,234948
US-Mexico Border,06/01/2003 12:00:00 AM,Trucks,355396,402035
US-Mexico Border,06/01/2003 12:00:00 AM,Bus Passengers,321380,238574
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Full,216733,259550
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Empty,139079,140332
US-Canada Border,06/01/2003 12:00:00 AM,Pedestrians,110613,31939
US-Canada Border,06/01/2003 12:00:00 AM,Rail Containers Full,109491,108222
US-Canada Border,06/01/2003 12:00:00 AM,Truck Containers Empty,76182,87998
